Checkbox,Country/Region,Email,Email Validation,First Name,HubSpot Record ID,Industry,Last Name,Original Email,Phone Number,Street Address,Temporary ID,Training Create Date,country_found,city_found,Known City,Extension
Yes,Winchester,lynn_radcliffe2036828708@mafthy.com,Valid,Lynn,,Dairy products,Radcliffe,,+(44)7068 770207,"Gatonby   Alley, 8021",89922854750,2021-12-13,England,Winchester,True,ext 21
Yes,Waterford,madison_ward1326396207@deavo.com,Valid,Madison,,Fruit;Vegetables,Ward,,+(353)5318 267332,"Gavel   Way, 2606",89923836077,2021-05-10,Ireland,Waterford,True,ext 3
Yes,Plymouth,mark_baldwin99423308@sveldo.biz,Valid,Mark,,Meat,Baldwin,,+(44)8563 372440,"Wakley   Lane, 7820",89931893110,2021-03-05,England,Plymouth,True,ext 5
Yes,London,manuel_payne937486079@gembat.biz,Valid,Manuel,,Animal feeds,Payne,,+(44)4484 245287,"Camelot   Vale, 6029",89929944356,2021-05-31,England,London,True,ext 98
Yes,Milton Keynes,mark_kennedy2000953978@gembat.biz,Valid,Mark,,Milling,Kennedy,,+(44)3005 442325,"Wakley   Drive, 4780",89921852571,2021-12-19,England,Milton Keynes,True,ext 83
Yes,Oxford,marvin_corbett2086540333@corti.com,Valid,Marvin,,Animal feeds,Corbett,,+(44)1427 766510,"Belmont Park Walk, 46",89922888887,2021-03-29,England,Oxford,True,ext 93
Yes,Ireland,mark_nayler43652216@nimogy.biz,Valid,Mark,,Milling,Nayler,,+(353)1036 005730,"Arlington  Vale, 8965",89930378671,2021-01-10,Ireland,,False,ext 20
Yes,Oxford,marvin_mcleod959519206@extex.org,Valid,Marvin,,Poultry;Fish,Mcleod,,+(44)2207 482108,"Gavel   Vale, 7600",89926039876,2021-09-03,England,Oxford,True,ext 1
Yes,England,matt_henderson91272223@gompie.com,Valid,Matt,,Fruit;Vegetables,Henderson,,+(44)6226 341085,"Aylward   Hill, 4547",89930179885,2021-07-03,England,,False,ext 2
Yes,London,marvin_lowe1537677628@sheye.org,Valid,Marvin,,Dairy products,Lowe,,+(44)3561 516020,"Blackpool  Vale, 5523",89925710995,2021-05-19,England,London,True,ext 83
Yes,Cork,martin_stewart509372265@famism.biz,Valid,Martin,,Dairy products,Stewart,,+(353)3071 71158,"Spruce Road, 9917",89925826881,2021-02-09,Ireland,Cork,True,ext 23
Yes,Dublin,matt_bennett1698337659@dionrab.com,Valid,Matt,,Dairy products,Bennett,,+(353)8341 644055,"Linda Lane Grove, 1628",89931319207,2021-05-03,Ireland,Dublin,True,ext 63
Yes,Oxford,matt_stevens30951408@supunk.biz,Valid,Matt,,Bakery products,Stevens,,+(44)6026 661608,"Bazely   Street, 4159",89932287793,2021-06-01,England,Oxford,True,ext 53
Yes,Winchester,matt_brown1023867304@infotech44.tech,Valid,Matt,,Milling,Brown,,+(44)7150 715148,"Dunstans  Route, 2514",89923994183,2021-07-25,England,Winchester,True,ext 85
Yes,Winchester,matt_glynn1679240929@nimogy.biz,Valid,Matt,,Milling,Glynn,,+(44)2878 023220,"Apothecary   Tunnel, 5149",89892117762,2021-01-07,England,Winchester,True,ext 56
Yes,London,matt_robinson1671043876@supunk.biz,Valid,Matt,,Animal feeds,Robinson,,+(44)5788 000201,"Victoria  Avenue, 4861",89929640472,2021-12-25,England,London,True,ext 17
Yes,Winchester,matthew_carter110651480@deons.tech,Valid,Matthew,,Milling,Carter,,+(44)1785 516331,"Railroad Avenue, 3220",89929611548,2021-03-17,England,Winchester,True,ext 11
Yes,England,matthew_hunter1605904591@zorer.org,Valid,Matthew,,Poultry;Fish,Hunter,,+(44)8536 564350,"Bayberry Rue, 5987",89909954715,2021-07-09,England,,False,ext 13
Yes,England,michael_whatson56638346@brety.org,Valid,Michael,,Bakery products,Whatson,,+(44)1782 432764,"Boadicea   Street, 5462",89923852645,2021-12-20,England,,False,ext 24
Yes,Cork,matthew_rose630182077@ovock.tech,Valid,Matthew,,Fruit;Vegetables,Rose,,+(353)2202 307802,"Elgood   Lane, 6099",89932071441,2021-03-16,Ireland,Cork,True,ext 73
Yes,Ireland,mason_dwyer376420262@corti.com,Valid,Mason,,Animal feeds,Dwyer,,+(353)7274 028475,"Blanchard  Pass, 9018",89922619573,2021-12-17,Ireland,,False,ext 26
Yes,Dublin,mason_allington801246739@ovock.tech,Valid,Mason,,Dairy products,Allington,,+(353)1186 527331,"York Grove, 8749",89924828786,2021-04-23,Ireland,Dublin,True,ext 97
Yes,Oxford,mason_pearce1466957095@gompie.com,Valid,Mason,,Fruit;Vegetables,Pearce,,+(44)6463 644112,"Beaumont  Tunnel, 3390",89901150765,2021-01-29,England,Oxford,True,ext 15
Yes,Waterford,melody_rodwell1160053327@womeona.net,Valid,Melody,,Milling,Rodwell,,+(353)5372 724423,"Empress  Grove, 9226",89881198625,2021-08-17,Ireland,Waterford,True,ext 63
Yes,Dublin,mason_rothwell629943660@grannar.com,Valid,Mason,,Meat,Rothwell,,+(353)6717 885026,"Bletchley   Avenue, 3708",89922060629,2021-11-22,Ireland,Dublin,True,ext 49
Yes,Plymouth,matthew_fox1836268991@sveldo.biz,Valid,Matthew,,Fruit;Vegetables,Fox,,+(44)2386 658714,"Cockspur  Grove, 488",89923942557,2021-07-07,England,Plymouth,True,ext 13
Yes,Plymouth,mason_smith1434522329@zorer.org,Valid,Mason,,Dairy products,Smith,,+(44)1161 301642,"South Hill, 446",89923962383,2021-07-22,England,Plymouth,True,ext 77
Yes,London,michael_riley53956039@deons.tech,Valid,Michael,,Meat,Riley,,+(44)3522 885480,"Wager   Alley, 8013",89929492484,2021-06-21,England,London,True,ext 70
Yes,London,mayleen_harrison31959200@zorer.org,Valid,Mayleen,,Bakery products,Harrison,,+(44)5787 766342,"Fieldstone Way, 5321",89919436408,2021-01-19,England,London,True,ext 64
Yes,Ireland,maxwell_khan1379394319@grannar.com,Valid,Maxwell,,Poultry;Fish,Khan,,+(353)2428 75615,"Coalecroft  Crossroad, 8609",89922872869,2021-06-26,Ireland,,False,ext 58
Yes,Limerick,martin_flett1267672410@dionrab.com,Valid,Martin,,Bakery products,Flett,,+(353)7356 335327,"Bacon  Alley, 8041",89923962385,2021-03-03,Ireland,Limerick,True,ext 24
Yes,Ireland,marvin_mcleod562961164@ubusive.com,Valid,Marvin,,Meat,Mcleod,,+(353)3311 312867,"Blomfield  Boulevard, 9907",89932055652,2021-12-31,Ireland,,False,ext 14
Yes,Winchester,mason_crawley426039415@famism.biz,Valid,Mason,,Bakery products,Crawley,,+(44)4381 665114,"Chandos  Road, 1895",89925695118,2021-05-26,England,Winchester,True,ext 93
Yes,Plymouth,marla_wheeler1276505759@typill.biz,Valid,Marla,,Meat,Wheeler,,+(44)3473 766871,"Canon Street, 8554",89926039877,2021-07-27,England,Plymouth,True,ext 70
Yes,London,maxwell_cox1324896772@bretoux.com,Valid,Maxwell,,Fruit;Vegetables,Cox,,+(44)2802 4146,"Blendon    Hill, 5081",89882836598,2021-05-10,England,London,True,ext 91
Yes,London,mayleen_clark1771977326@jiman.org,Valid,Mayleen,,Milling,Clark,,+(44)6051 262205,"Church Tunnel, 309",89922443684,2021-01-09,England,London,True,ext 61
Yes,Limerick,maxwell_huggins1862012399@sheye.org,Valid,Maxwell,,Fruit;Vegetables,Huggins,,+(353)1461 704524,"Parkfield  Tunnel, 8448",89930396336,2021-05-06,Ireland,Limerick,True,ext 96
Yes,Winchester,mason_olson2076936757@hourpy.biz,Valid,Mason,,Fruit;Vegetables,Olson,,+(44)6231 884418,"Baltic  Rue, 2819",89922619574,2021-10-25,England,Winchester,True,ext 36
Yes,Dublin,michael_rose529509923@elnee.tech,Valid,Michael,,Dairy products,Rose,,+(353)2502 035337,"Charnwood   Road, 9160",89925150324,2021-11-10,Ireland,Dublin,True,ext 22
Yes,Limerick,matthew_warren547852639@bulaffy.com,Valid,Matthew,,Animal feeds,Warren,,+(353)6018 38530,"Clavell   Drive, 5277",89922837028,2021-02-04,Ireland,Limerick,True,ext 48
Yes,England,michael_archer1909295302@iatim.tech,Valid,Michael,,Poultry;Fish,Archer,,+(44)3033 42221,"Fairholt   Road, 2610",89926071699,2021-09-03,England,,False,ext 54
Yes,Milton Keynes,michael_lindop1192903500@joiniaa.com,Valid,Michael,,Meat,Lindop,,+(44)7271 685688,"Bletchley   Avenue, 1236",89925000725,2021-09-23,England,Milton Keynes,True,ext 66
Yes,Ireland,mya_brett1514381373@nanoff.biz,Valid,Mya,,Milling,Brett,,+(353)2667 303758,"Champion  Drive, 5563",89923927907,2021-01-06,Ireland,,False,ext 84
Yes,Plymouth,nick_morris903001876@bretoux.com,Valid,Nick,,Poultry;Fish,Morris,,+(44)2746 456858,"Duthie   Way, 6301",89919436409,2021-05-06,England,Plymouth,True,ext 23
Yes,Winchester,nicholas_wood1704752830@bauros.biz,Valid,Nicholas,,Animal feeds,Wood,,+(44)5541 746063,"Chart   Way, 8202",89926296154,2021-10-08,England,Winchester,True,ext 89
Yes,Plymouth,nicholas_lindsay904106421@atink.com,Valid,Nicholas,,Fruit;Vegetables,Lindsay,,+(44)3076 777563,"Ernest  Boulevard, 5010",89932055653,2021-10-13,England,Plymouth,True,ext 92
Yes,Cork,mike_strong1036415270@acrit.org,Valid,Mike,,Dairy products,Strong,,+(353)8163 610877,"Cheltenham  Boulevard, 8092",89931319209,2021-04-03,Ireland,Cork,True,ext 92
Yes,Ireland,nancy_taylor1747785890@infotech44.tech,Valid,Nancy,,Poultry;Fish,Taylor,,+(353)6054 648701,"Cavendish Avenue, 2781",89929944357,2021-01-06,Ireland,,False,ext 44
Yes,Limerick,mike_moore1603122522@qater.org,Valid,Mike,,Dairy products,Moore,,+(353)1786 221857,"West Lane, 2050",89922428499,2021-05-29,Ireland,Limerick,True,ext 1
Yes,Winchester,nicholas_stanley373962668@deons.tech,Valid,Nicholas,,Poultry;Fish,Stanley,,+(44)3317 400722,"Cavendish Drive, 9577",89930378672,2021-09-06,England,Winchester,True,ext 100
Yes,England,mike_ramsey1642454520@jiman.org,Valid,Mike,,Bakery products,Ramsey,,+(44)6478 000258,"Black Swan  Drive, 6518",89903791166,2021-08-21,England,,False,ext 42
Yes,Milton Keynes,nick_pratt197282576@acrit.org,Valid,Nick,,Bakery products,Pratt,,+(44)8255 034022,"Egerton  Rue, 6604",89923912761,2021-01-11,England,Milton Keynes,True,ext 7
Yes,Winchester,noah_phillips1558689863@fuliss.net,Valid,Noah,,Meat,Phillips,,+(44)8386 058005,"Champion  Walk, 3180",89931877426,2021-02-28,England,Winchester,True,ext 63
Yes,England,oliver_avery650978754@fuliss.net,Valid,Oliver,,Milling,Avery,,+(44)3346 614612,"Canning  Lane, 7660",89925842292,2021-05-27,England,,False,ext 60
Yes,Plymouth,owen_yarwood1760152979@fuliss.net,Valid,Owen,,Meat,Yarwood,,+(44)1058 750771,"Chart   Lane, 1540",89900742288,2021-04-22,England,Plymouth,True,ext 11
Yes,Milton Keynes,owen_palmer1060663592@elnee.tech,Valid,Owen,,Milling,Palmer,,+(44)3610 5415,"Aspen Way, 3170",89922854751,2021-11-27,England,Milton Keynes,True,ext 99
Yes,Milton Keynes,miriam_leigh1752787271@mafthy.com,Valid,Miriam,,Fruit;Vegetables,Leigh,,+(44)4163 614274,"Black Swan  Crossroad, 2953",89930411357,2021-02-01,England,Milton Keynes,True,ext 65
Yes,Dublin,nate_khan1889009932@hourpy.biz,Valid,Nate,,Poultry;Fish,Khan,,+(353)8752 701876,"Bayberry Crossroad, 3883",89923178905,2021-01-26,Ireland,Dublin,True,ext 33
Yes,Milton Keynes,nate_rosenbloom1423752631@mafthy.com,Valid,Nate,,Animal feeds,Rosenbloom,,+(44)2730 751284,"Angel  Avenue, 191",89925035541,2021-05-21,England,Milton Keynes,True,ext 67
Yes,Milton Keynes,nathan_gilmore1606932822@tonsy.org,Valid,Nathan,,Poultry;Fish,Gilmore,,+(44)5085 026315,"Clere  Crossroad, 3818",89926118281,2021-02-10,England,Milton Keynes,True,ext 35
Yes,Limerick,nicholas_collins813286986@hourpy.biz,Valid,Nicholas,,Dairy products,Collins,,+(353)3644 107753,"Castlereagh   Crossroad, 1429",89924844336,2021-11-22,Ireland,Limerick,True,ext 34
Yes,Cork,nicholas_lindsay1202549436@bungar.biz,Valid,Nicholas,,Meat,Lindsay,,+(353)1058 725730,"Birkbeck  Drive, 7603",89929539395,2021-04-10,Ireland,Cork,True,ext 56
Yes,Milton Keynes,noah_oswald1491676487@twipet.com,Valid,Noah,,Milling,Oswald,,+(44)4671 864127,"Virginia Crossroad, 2739",89924010298,2021-10-17,England,Milton Keynes,True,ext 86
Yes,Ireland,owen_clarke2128630994@kideod.biz,Valid,Owen,,Milling,Clarke,,+(353)1257 264714,"Chamberlain  Boulevard, 4369",89923994184,2021-07-03,Ireland,,False,ext 66
Yes,Oxford,peter_fowler2107975630@womeona.net,Valid,Peter,,Meat,Fowler,,+(44)7567 345251,"Lexington Tunnel, 9058",89923836078,2021-08-09,England,Oxford,True,ext 71
Yes,Plymouth,owen_roman401013994@gembat.biz,Valid,Owen,,Poultry;Fish,Roman,,+(44)2181 0451,"Andsell    Street, 5611",89925130339,2021-01-19,England,Plymouth,True,ext 4
Yes,Dublin,percy_cooper45229080@muall.tech,Valid,Percy,,Milling,Cooper,,+(353)5404 663881,"Angrave    Route, 9776",89932086710,2021-07-15,Ireland,Dublin,True,ext 23
Yes,Winchester,noah_simpson737702458@yahoo.com,Valid,Noah,,Milling,Simpson,,+(44)8065 62143,"Caxton  Boulevard, 1521",89878047326,2021-08-04,England,Winchester,True,ext 81
Yes,Waterford,peter_edwards812764513@bauros.biz,Valid,Peter,,Meat,Edwards,,+(353)8622 565364,"Pine Street, 815",89923962384,2021-06-08,Ireland,Waterford,True,ext 48
Yes,Milton Keynes,phillip_thomson1178214647@famism.biz,Valid,Phillip,,Bakery products,Thomson,,+(44)3154 768822,"Carol   Avenue, 2860",89917963700,2021-07-24,England,Milton Keynes,True,ext 64
Yes,Waterford,phillip_edwards1372546972@nanoff.biz,Valid,Phillip,,Poultry;Fish,Edwards,,+(353)3516 28381,"Queen Street, 7681",89910465674,2021-07-08,Ireland,Waterford,True,ext 52
Yes,Ireland,parker_fleming1786545968@qater.org,Valid,Parker,,Dairy products,Fleming,,+(353)1327 575442,"Bingham   Road, 3327",89929611550,2021-02-08,Ireland,,False,ext 63
Yes,Milton Keynes,percy_long1566439960@nimogy.biz,Valid,Percy,,Animal feeds,Long,,+(44)3882 175704,"Calvin   Avenue, 2309",89922854753,2021-06-22,England,Milton Keynes,True,ext 93
Yes,Waterford,percy_varley1347249767@muall.tech,Valid,Percy,,Poultry;Fish,Varley,,+(353)5366 417362,"Fawn Avenue, 7651",89897092656,2021-04-20,Ireland,Waterford,True,ext 15
Yes,Waterford,peter_calderwood2102192869@brety.org,Valid,Peter,,Milling,Calderwood,,+(353)4086 686104,"Camera  Tunnel, 7128",89882990484,2021-11-02,Ireland,Waterford,True,ext 22
Yes,Milton Keynes,peter_lee197605128@jiman.org,Valid,Peter,,Meat,Lee,,+(44)8534 208731,"East Drive, 3563",89931952568,2021-02-22,England,Milton Keynes,True,ext 58
Yes,Limerick,phillip_moran2038986458@kideod.biz,Valid,Phillip,,Bakery products,Moran,,+(353)2418 33585,"Anns  Route, 9182",89923977116,2021-06-05,Ireland,Limerick,True,ext 66
Yes,Limerick,ramon_groves365827772@sheye.org,Valid,Ramon,,Fruit;Vegetables,Groves,,+(353)7543 724104,"Adelaide  Crossroad, 7835",89922983442,2021-05-29,Ireland,Limerick,True,ext 69
Yes,Ireland,nicholas_gallacher356845223@ovock.tech,Valid,Nicholas,,Meat,Gallacher,,+(353)5524 457063,"Church Avenue, 5946",89925842293,2021-08-20,Ireland,,False,ext 96
Yes,Ireland,nick_edwards2078094068@vetan.org,Valid,Nick,,Dairy products,Edwards,,+(353)6473 346184,"Tisbury  Route, 9666",89925160204,2021-04-21,Ireland,,False,ext 96
Yes,Limerick,nicholas_vincent91440129@gembat.biz,Valid,Nicholas,,Poultry;Fish,Vincent,,+(353)3886 160021,"Linda   Boulevard, 2214",89923927909,2021-12-26,Ireland,Limerick,True,ext 4
Yes,Dublin,noah_stevens246908926@fuliss.net,Valid,Noah,,Animal feeds,Stevens,,+(353)7645 170120,"Birkbeck  Vale, 6437",89924010299,2021-07-11,Ireland,Dublin,True,ext 58
Yes,Winchester,noemi_moss653241430@womeona.net,Valid,Noemi,,Dairy products,Moss,,+(44)2625 101405,"Adderley   Way, 5368",89926071700,2021-03-13,England,Winchester,True,ext 79
Yes,Oxford,oliver_robertson884854289@acrit.org,Valid,Oliver,,Meat,Robertson,,+(44)1635 6866,"Amwell    Route, 9366",89909954716,2021-11-02,England,Oxford,True,ext 11
Yes,Dublin,percy_dempsey609304317@mafthy.com,Valid,Percy,,Bakery products,Dempsey,,+(353)3067 745326,"Bayberry Way, 8316",89897092657,2021-08-30,Ireland,Dublin,True,ext 71
Yes,England,owen_wright824379228@womeona.net,Valid,Owen,,Meat,Wright,,+(44)8120 545843,"Meadow Avenue, 6638",89932287794,2021-12-01,England,,False,ext 38
Yes,England,percy_notman625172546@eirey.tech,Valid,Percy,,Dairy products,Notman,,+(44)8432 864042,"Blackall   Street, 375",89923852646,2021-05-09,England,,False,ext 11
Yes,Milton Keynes,percy_john125667064@bretoux.com,Valid,Percy,,Bakery products,John,,+(44)7158 803508,"Blackwall  Way, 9064",89924828787,2021-11-15,England,Milton Keynes,True,ext 32
Yes,Dublin,percy_uddin510840722@twipet.com,Valid,Percy,,Animal feeds,Uddin,,+(353)6211 302447,"Viscount   Hill, 4264",89882836599,2021-12-05,Ireland,Dublin,True,ext 13
Yes,London,percy_miller365959080@guentu.biz,Valid,Percy,,Milling,Miller,,+(44)6402 672506,"Arundel   Hill, 2590",89923805574,2021-05-26,England,London,True,ext 63
Yes,Waterford,penny_gosling1927156674@sheye.org,Valid,Penny,,Animal feeds,Gosling,,+(353)2686 777044,"Arbutus   Hill, 8223",89923942559,2021-03-20,Ireland,Waterford,True,ext 47
Yes,Ireland,percy_varley137679359@gompie.com,Valid,Percy,,Fruit;Vegetables,Varley,,+(353)4570 02028,"Collent   Way, 7196",89923447166,2021-10-14,Ireland,,False,
Yes,Ireland,peter_lee659783760@typill.biz,Valid,Peter,,Poultry;Fish,Lee,,+(353)7765 581856,"Collins  Drive, 7580",89931266331,2021-09-29,Ireland,,False,ext 40
Yes,Milton Keynes,percy_williams1725179931@fuliss.net,Valid,Percy,,Animal feeds,Williams,,+(44)8668 175088,"Canning  Hill, 8737",89915204378,2021-07-10,England,Milton Keynes,True,ext 29
Yes,Waterford,phillip_umney1286221219@gompie.com,Valid,Phillip,,Milling,Umney,,+(353)4541 464402,"Wake  Way, 4382",89929611551,2021-04-16,Ireland,Waterford,True,ext 3
Yes,England,phillip_bloom1118373782@corti.com,Valid,Phillip,,Dairy products,Bloom,,+(44)6171 287628,"Charterhouse  Crossroad, 4625",89925035542,2021-08-10,England,,False,ext 13
Yes,Dublin,ramon_roberts1678391779@irrepsy.com,Valid,Ramon,,Milling,Roberts,,+(353)6085 67805,"Wakley   Way, 9008",89929063224,2021-11-27,Ireland,Dublin,True,ext 85
Yes,Winchester,rick_chapman16380681@twace.org,Valid,Rick,,Bakery products,Chapman,,+(44)2031 880013,"Elba  Drive, 25",89929640474,2021-10-30,England,Winchester,True,ext 12
Yes,Dublin,piper_rowe33417593@elnee.tech,Valid,Piper,,Poultry;Fish,Rowe,,+(353)5777 817846,"Bayberry Tunnel, 1972",89931877427,2021-01-29,Ireland,Dublin,True,ext 12
Yes,Ireland,regina_blackwall1287455669@vetan.org,Valid,Regina,,Dairy products,Blackwall,,+(353)6245 16431,"Jackson Rue, 1636",89911820673,2021-11-25,Ireland,,False,ext 99
Yes,Limerick,rick_bowen410339397@bungar.biz,Valid,Rick,,Milling,Bowen,,+(353)1741 870583,"Bloomsbury  Crossroad, 9016",89929187489,2021-04-08,Ireland,Limerick,True,ext 50
Yes,Plymouth,rick_connor656762429@irrepsy.com,Valid,Rick,,Dairy products,Connor,,+(44)6620 184162,"Zealand Avenue, 300",89892590257,2021-02-15,England,Plymouth,True,ext 76
Yes,Limerick,ramon_powell1938790079@dionrab.com,Valid,Ramon,,Animal feeds,Powell,,+(353)8021 030748,"Magnolia Vale, 9964",89925000726,2021-03-26,Ireland,Limerick,True,ext 81
Yes,Oxford,rocco_dempsey75872682@infotech44.tech,Valid,Rocco,,Dairy products,Dempsey,,+(44)5123 78326,"Cavell   Street, 4623",89925826882,2021-09-13,England,Oxford,True,ext 73
Yes,Oxford,rocco_whitmore193345288@womeona.net,Valid,Rocco,,Fruit;Vegetables,Whitmore,,+(44)8130 532301,"Oxford Walk, 4049",89929611552,2021-11-29,England,Oxford,True,ext 90
Yes,Milton Keynes,ramon_price517963429@atink.com,Valid,Ramon,,Poultry;Fish,Price,,+(44)2385 588208,"Abbotswell  Road, 4987",89931035564,2021-09-07,England,Milton Keynes,True,ext 28
Yes,Cork,phillip_ross2008769936@liret.org,Valid,Phillip,,Animal feeds,Ross,,+(353)1078 340761,"Clavell   Rue, 9455",89925695119,2021-06-18,Ireland,Cork,True,ext 100
Yes,Winchester,remy_morris1397647619@bungar.biz,Valid,Remy,,Meat,Morris,,+(44)2256 666517,"Betton  Crossroad, 6860",89930378673,2021-05-01,England,Winchester,True,ext 75
Yes,Dublin,rick_bowen2135663613@nanoff.biz,Valid,Rick,,Milling,Bowen,,+(353)6304 437444,"Blackall   Avenue, 1582",89931827089,2021-06-24,Ireland,Dublin,True,ext 27
Yes,Waterford,rihanna_white1297324861@eirey.tech,Valid,Rihanna,,Bakery products,White,,+(353)5602 257384,"Gavel   Grove, 519",89882497191,2021-06-24,Ireland,Waterford,True,ext 9
Yes,Oxford,rocco_redden1494350487@famism.biz,Valid,Rocco,,Poultry;Fish,Redden,,+(44)1281 053040,"Aberavon  Crossroad, 892",89922619575,2021-09-28,England,Oxford,True,ext 60
Yes,Dublin,roger_robinson2103129960@zorer.org,Valid,Roger,,Milling,Robinson,,+(353)3128 373573,"Cecilia  Street, 5806",89923942560,2021-07-15,Ireland,Dublin,True,ext 80
Yes,Plymouth,remy_pond1229807446@ovock.tech,Valid,Remy,,Dairy products,Pond,,+(44)5782 278435,"Earl Rise Crossroad, 6134",89926039878,2021-12-09,England,Plymouth,True,ext 52
Yes,Oxford,roger_shaw298390747@brety.org,Valid,Roger,,Bakery products,Shaw,,+(44)5438 363682,"Under  Pass, 4058",89929187500,2021-05-14,England,Oxford,True,ext 89
Yes,Dublin,ron_williams758216415@irrepsy.com,Valid,Ron,,Dairy products,Williams,,+(353)2218 6780,"Blackpool  Boulevard, 4079",89923178907,2021-02-08,Ireland,Dublin,True,ext 4
Yes,Limerick,ronald_rothwell780074297@deons.tech,Valid,Ronald,,Poultry;Fish,Rothwell,,+(353)6830 222508,"Cliffords  Route, 5958",89925992720,2021-07-10,Ireland,Limerick,True,ext 45
Yes,Oxford,ronald_attwood341534588@tonsy.org,Valid,Ronald,,Animal feeds,Attwood,,+(44)6020 536655,"Chantry   Walk, 6734",89925992721,2021-10-07,England,Oxford,True,ext 60
Yes,England,rufus_furnell2010477550@womeona.net,Valid,Rufus,,Poultry;Fish,Furnell,,+(44)3577 55174,"Dyott   Hill, 6716",89926118283,2021-09-25,England,,False,ext 52
Yes,Dublin,rufus_roman948835529@bauros.biz,Valid,Rufus,,Meat,Roman,,+(353)6100 538323,"Fairholt   Hill, 56",89926296155,2021-05-18,Ireland,Dublin,True,ext 19
Yes,Ireland,rufus_samuel909757145@famism.biz,Valid,Rufus,,Poultry;Fish,Samuel,,+(353)7716 482346,"Chatfield  Lane, 3562",89922822203,2021-04-17,Ireland,,False,ext 32
Yes,Ireland,rufus_whitmore121643348@mafthy.com,Valid,Rufus,,Fruit;Vegetables,Whitmore,,+(353)4777 022233,"Blenkarne  Lane, 2837",89932071443,2021-02-20,Ireland,,False,ext 11
